actor,movie_or_TV_name
Dee Bradley Baker,My Friends Tigger and Pooh: The Hundred Acre Wood Haunt
Dee Bradley Baker,ChalkZone
Dee Bradley Baker,Star Wars: The Clone Wars
Dee Bradley Baker,The Mummy: Tomb of the Dragon Emperor
Dee Bradley Baker,Avatar: The Last Airbender
Dee Bradley Baker,Ponyo
Dee Bradley Baker,De blob
Dee Bradley Baker,ZEN Pinball
Dee Bradley Baker,Star Wars: The Force Unleashed
Dee Bradley Baker,Chowder
Dee Bradley Baker,Boom Blox
Dee Bradley Baker,Foster's Home for Imaginary Friends
Dee Bradley Baker,Ben 10
Dee Bradley Baker,Shaggy & Scooby-Doo Get a Clue!
Dee Bradley Baker,My Friends Tigger & Pooh's Friendly Tails
Dee Bradley Baker,The Emperor's New School
Dee Bradley Baker,Dragonlance: Dragons of Autumn Twilight
Dee Bradley Baker,Higglytown Heroes
Dee Bradley Baker,Diggs Tailwagger
Dee Bradley Baker,Golden Axe: Beast Rider
Dee Bradley Baker,Codename: Kids Next Door
Dee Bradley Baker,No More Heroes
Dee Bradley Baker,Cars Mater-National
Dee Bradley Baker,Ben 10: Race Against Time
Dee Bradley Baker,My Friends Tigger and Pooh - Super Sleuth Christmas Movie
Dee Bradley Baker,The Grim Adventures of the KND
Dee Bradley Baker,Jericho
Dee Bradley Baker,Avatar: The Last Airbender - The Burning Earth
Dee Bradley Baker,The Grim Adventures of Billy & Mandy
Dee Bradley Baker,Halo 3
Dee Bradley Baker,Holly Hobbie and Friends: Best Friends Forever
Dee Bradley Baker,Avatar: Super Deformed Shorts
Dee Bradley Baker,Kim Possible
Dee Bradley Baker,Danny Phantom
Dee Bradley Baker,Ben 10: Secret of the Omnitrix
Dee Bradley Baker,Ratatouille
Dee Bradley Baker,The Darkness
Dee Bradley Baker,American Dragon: Jake Long
Dee Bradley Baker,Spider-Man 3
Dee Bradley Baker,Teenage Mutant Ninja Turtles IV: Immortal
Dee Bradley Baker,Holly Hobbie and Friends: Secret Adventures
Dee Bradley Baker,Loonatics Unleashed
Dee Bradley Baker,My Friends Tigger and Pooh Super Sleuth Christmas Movie: 100 Acre Wood Downhill Challenge
Dee Bradley Baker,Plastic Man in 'Puddle Trouble'
Dee Bradley Baker,Welcome to Wackamo
Dee Bradley Baker,W.I.T.C.H.
Dee Bradley Baker,The Lord of the Rings: The Battle for Middle-earth II - The Rise of the Witch-king
Dee Bradley Baker,Super Robot Monkey Team Hyperforce Go!
Dee Bradley Baker,Happy Feet
Dee Bradley Baker,Mickey Saves Santa and Other Mouseketales
Dee Bradley Baker,Happy Feet
Dee Bradley Baker,Gears of War
Dee Bradley Baker,"Me, Eloise"
Dee Bradley Baker,Hellboy Animated: Sword of Storms
Dee Bradley Baker,The X's
Dee Bradley Baker,Holly Hobbie and Friends: Christmas Wishes
Dee Bradley Baker,Marvel: Ultimate Alliance
Dee Bradley Baker,My Life as a Teenage Robot
Dee Bradley Baker,SpongeBob SquarePants: Creature from the Krusty Krab
Dee Bradley Baker,Avatar: The Last Airbender - The Legend of Aang
Dee Bradley Baker,Brandy & Mr. Whiskers
Dee Bradley Baker,Codename: Kids Next Door - Operation Z.E.R.O.
Dee Bradley Baker,Choose Your Own Adventure: The Abominable Snowman
Dee Bradley Baker,The Life and Times of Juniper Lee
Dee Bradley Baker,The Fairly OddParents in Fairy Idol
Dee Bradley Baker,X-Men: The Official Game
Dee Bradley Baker,The Da Vinci Code
Dee Bradley Baker,Totally Spies!
Dee Bradley Baker,Asterix and the Vikings
Dee Bradley Baker,The Lord of the Rings: The Battle for Middle-Earth II
Dee Bradley Baker,Ultimate Avengers: The Movie
Dee Bradley Baker,Curious George
Dee Bradley Baker,Dora the Explorer
Dee Bradley Baker,"The Adventures of Jimmy Neutron, Boy Genius"
Dee Bradley Baker,The Jimmy Timmy Power Hour 2: When Nerds Collide
Dee Bradley Baker,Teen Titans
Dee Bradley Baker,Holly Hobbie and Friends: Surprise Party
Dee Bradley Baker,The Toy Warrior
Dee Bradley Baker,Thru the Moebius Strip
Dee Bradley Baker,Club Penguin
Dee Bradley Baker,"SpongeBob SquarePants: Lights, Camera, Pants!"
Dee Bradley Baker,Teen Titans
Dee Bradley Baker,Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.
Dee Bradley Baker,Tak 3: The Great Juju Challenge
Dee Bradley Baker,Viewtiful Joe: Red Hot Rumble
Dee Bradley Baker,X-Men Legends II: Rise of Apocalypse
Dee Bradley Baker,Here Comes Peter Cottontail: The Movie
Dee Bradley Baker,Danny Phantom: The Ultimate Enemy
Dee Bradley Baker,Lilo & Stitch: The Series
Dee Bradley Baker,Eureka Seven
Dee Bradley Baker,Kingdom of Paradise
Dee Bradley Baker,All Grown Up!
Dee Bradley Baker,Destroy All Humans!
Dee Bradley Baker,Madagascar
Dee Bradley Baker,"What's New, Scooby-Doo?"
Dee Bradley Baker,American Dad: The New CIA
Dee Bradley Baker,Ape Escape: On the Loose
Dee Bradley Baker,Robots
Dee Bradley Baker,"Aloha, Scooby-Doo!"
Dee Bradley Baker,Hula Hullabaloola
Dee Bradley Baker,Inside Walt's Story Meetings
Dee Bradley Baker,Justice League Unlimited
Dee Bradley Baker,Racing Stripes
Dee Bradley Baker,Samurai Western
Dee Bradley Baker,Gurumin: A Monstrous Adventure
Dee Bradley Baker,The Lord of the Rings: The Battle for Middle-Earth
Dee Bradley Baker,World of Warcraft
Dee Bradley Baker,Megas XLR
Dee Bradley Baker,Viewtiful Joe 2
Dee Bradley Baker,Vampire: The Masquerade - Bloodlines
Dee Bradley Baker,The SpongeBob SquarePants Movie
Dee Bradley Baker,Halo 2
Dee Bradley Baker,EverQuest II
Dee Bradley Baker,The Nightmare Before Christmas: Oogie's Revenge
Dee Bradley Baker,X-Men Legends
Dee Bradley Baker,Evil Con Carne
Dee Bradley Baker,Shark Tale
Dee Bradley Baker,Call of Duty: United Offensive
Dee Bradley Baker,The Batman
Dee Bradley Baker,Resident Evil: Outbreak - File #2
Dee Bradley Baker,Howl's Moving Castle
Dee Bradley Baker,ShellShock: Nam '67
Dee Bradley Baker,Johnny Bravo
Dee Bradley Baker,The Powerpuff Girls
Dee Bradley Baker,Duck Dodgers
Dee Bradley Baker,Doom 3
Dee Bradley Baker,Catwoman: The Game
Dee Bradley Baker,Spider-Man 2
Dee Bradley Baker,Spider-Man 2: The Game
Dee Bradley Baker,Galleon
Dee Bradley Baker,Static Shock
Dee Bradley Baker,The Jimmy Timmy Power Hour
Dee Bradley Baker,Stripperella
Dee Bradley Baker,My Generation G... G... Gap
Dee Bradley Baker,Onimusha Blade Warriors
Dee Bradley Baker,Scooby-Doo 2: Monsters Unleashed
Dee Bradley Baker,Tenchu: Return from Darkness
Dee Bradley Baker,Onimusha 3: Demon Siege
Dee Bradley Baker,Champions of Norrath: Realms of EverQuest
Dee Bradley Baker,Fallout: Brotherhood of Steel
Dee Bradley Baker,Whatever Happened to... Robot Jones?
Dee Bradley Baker,Cartoon Monsoon
Dee Bradley Baker,I-Ninja
Dee Bradley Baker,Lilo & Stitch's Island of Adventures
Dee Bradley Baker,The Hobbit
Dee Bradley Baker,SOCOM II: U.S. Navy SEALs
Dee Bradley Baker,Hunter: The Reckoning Redeemer
Dee Bradley Baker,Tony Hawk's Underground
Dee Bradley Baker,Strawberry Shortcake
Dee Bradley Baker,The Haunted Mansion
Dee Bradley Baker,Ozzy & Drix
Dee Bradley Baker,Star Wars: Jedi Knight - Jedi Academy
Dee Bradley Baker,Free for All
Dee Bradley Baker,Hunter: The Reckoning Wayward
Dee Bradley Baker,Extreme Skate Adventure
Dee Bradley Baker,Lionheart: Legacy of the Crusader
Dee Bradley Baker,Tales of Symphonia
Dee Bradley Baker,Stitch! The Movie
Dee Bradley Baker,George of the Jungle 2
Dee Bradley Baker,Lionheart
Dee Bradley Baker,As Told by Ginger
Dee Bradley Baker,Viewtiful Joe
Dee Bradley Baker,Cartoon Network's Funniest Bloopers and Other Embarrassing Moments
Dee Bradley Baker,"Harvey Birdman, Attorney at Law"
Dee Bradley Baker,Stuart Little
Dee Bradley Baker,Dexter's Laboratory
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: The Monster O' McDonaldland Loch
Dee Bradley Baker,Arc the Lad: Twilight of the Spirits
Dee Bradley Baker,Final Fantasy X-2
Dee Bradley Baker,Tenchu: Wrath of Heaven
Dee Bradley Baker,Poochini's Yard
Dee Bradley Baker,The Cooler
Dee Bradley Baker,The PowerPuff Girls: Relish Rampage
Dee Bradley Baker,Treasure Planet: Battle at Procyon
Dee Bradley Baker,Invader ZIM
Dee Bradley Baker,Dark Cloud 2
Dee Bradley Baker,Courage the Cowardly Dog
Dee Bradley Baker,Treasure Planet
Dee Bradley Baker,Spyro: Enter the Dragonfly
Dee Bradley Baker,Star Trek: Starfleet Command III
Dee Bradley Baker,Treasure Planet
Dee Bradley Baker,Metal Gear Solid 2: Substance
Dee Bradley Baker,Santa vs. the Snowman
Dee Bradley Baker,Justice League
Dee Bradley Baker,Jurassic Park: Dinosaur Battles
Dee Bradley Baker,"Monsters, Inc. Scream Arena"
Dee Bradley Baker,Dan Danger
Dee Bradley Baker,What's with Andy?
Dee Bradley Baker,Bloody Roar: Primal Fury
Dee Bradley Baker,Soldier of Fortune II: Double Helix
Dee Bradley Baker,Jackie Chan Adventures
Dee Bradley Baker,Kingdom Hearts
Dee Bradley Baker,Dream Street
Dee Bradley Baker,Jason and the Heroes of Mount Olympus
Dee Bradley Baker,Little People: Big Discoveries
Dee Bradley Baker,Who Wants to Be a Millionaire CD-ROM: 3rd Edition
Dee Bradley Baker,Jimmy Neutron: Boy Genius
Dee Bradley Baker,Metal Gear Solid 2: Sons of Liberty
Dee Bradley Baker,"The Wacky Adventures of Ronald McDonald: Have Time, Will Travel"
Dee Bradley Baker,Spider-Man 2: Enter Electro
Dee Bradley Baker,The Mummy Returns
Dee Bradley Baker,Gotham Girls
Dee Bradley Baker,The Wild Thornberrys: The Origin of Donnie
Dee Bradley Baker,The Zeta Project
Dee Bradley Baker,Spirited Away
Dee Bradley Baker,My Freaky Family: Welcome to My World
Dee Bradley Baker,Time Squad
Dee Bradley Baker,No P in the O.O.L.
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: Birthday World
Dee Bradley Baker,Fallout Tactics: Brotherhood of Steel
Dee Bradley Baker,Rugrats
Dee Bradley Baker,The Trumpet of the Swan
Dee Bradley Baker,Lady and the Tramp 2: Scamp's Adventure
Dee Bradley Baker,Rocket Power
Dee Bradley Baker,Invictus: In the Shadow of Olympus
Dee Bradley Baker,Ground Control: Dark Conspiracy
Dee Bradley Baker,Code Head
Dee Bradley Baker,The Wild Thornberrys
Dee Bradley Baker,Forgotten Realms: Baldur's Gate II - Shadows of Amn
Dee Bradley Baker,Spider-Man
Dee Bradley Baker,What a Cartoon!
Dee Bradley Baker,Lobo
Dee Bradley Baker,Lost Cat
Dee Bradley Baker,Roughnecks: The Starship Troopers Chronicles
Dee Bradley Baker,Ground Control
Dee Bradley Baker,The Eddie Files
Dee Bradley Baker,"Mike, Lu & Og"
Dee Bradley Baker,Tom Sawyer
Dee Bradley Baker,Men in Black: The Series
Dee Bradley Baker,Alundra 2
Dee Bradley Baker,Psyko Ferret
Dee Bradley Baker,Curbside
Dee Bradley Baker,The Secret Files of the SpyDogs
Dee Bradley Baker,Good vs Evil
Dee Bradley Baker,Alvin and the Chipmunks Meet Frankenstein
Dee Bradley Baker,My Brother the Pig
Dee Bradley Baker,The Angry Beavers
Dee Bradley Baker,I Am Weasel
Dee Bradley Baker,The Brothers Flub
Dee Bradley Baker,Uncle Gus in: For the Love of Monkeys
Dee Bradley Baker,Cow and Chicken
Dee Bradley Baker,Reading Blaster Kindergarten
Dee Bradley Baker,Math Blaster 2nd Grade
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space
Dee Bradley Baker,The Journey of Allen Strange
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: The Legend of Grimace Island
Dee Bradley Baker,Arthur's Math Carnival
Dee Bradley Baker,Baldur's Gate
Dee Bradley Baker,Oh Yeah! Cartoons
Dee Bradley Baker,Zorro
Dee Bradley Baker,The Lionhearts
Dee Bradley Baker,An All Dogs Christmas Carol
Dee Bradley Baker,Crash Bandicoot: Warped
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: Scared Silly
Dee Bradley Baker,Zoomates
Dee Bradley Baker,Jumanji
Dee Bradley Baker,The Jungle Book: Mowgli's Story
Dee Bradley Baker,Men in White
Dee Bradley Baker,Jungle Cubs
Dee Bradley Baker,The Lost World: Jurassic Park
Dee Bradley Baker,Extreme Ghostbusters
Dee Bradley Baker,Spider-Man: The Animated Series
Dee Bradley Baker,Disney's Animated Storybook: Hercules
Dee Bradley Baker,Bruno the Kid
Dee Bradley Baker,A Rat's Tale
Dee Bradley Baker,Cats Don't Dance
Dee Bradley Baker,The Real Adventures of Jonny Quest
Dee Bradley Baker,Orion Burger
Dee Bradley Baker,Dining Out with Timon & Pumbaa
Dee Bradley Baker,Space Jam
Dee Bradley Baker,The Twisted Tales of Felix the Cat
Dee Bradley Baker,Night Stand
Dee Bradley Baker,No Smoking!
Dee Bradley Baker,The Lion King's Timon & Pumbaa
Dee Bradley Baker,Whisper of the Heart
Dee Bradley Baker,Repentance
Dee Bradley Baker,Porco Rosso
Dee Bradley Baker,Nausicaä of the Valley of the Wind
Dee Bradley Baker,Zappa
Dee Bradley Baker,Star Wars: Episode IX - The Rise of Skywalker
Dee Bradley Baker,Star Wars: Episode VII - The Force Awakens
Dee Bradley Baker,The Hobbit: The Battle of the Five Armies
Dee Bradley Baker,Lost Boys: The Tribe
Dee Bradley Baker,Animaniacs
Dee Bradley Baker,American Dad!
Dee Bradley Baker,The SpongeBob Movie: Sponge on the Run
Dee Bradley Baker,New Looney Tunes
Dee Bradley Baker,Phineas and Ferb
Dee Bradley Baker,Big Time Rush
Dee Bradley Baker,Batman: The Brave and the Bold
Dee Bradley Baker,Holly Hobbie and Friends: Christmas Wishes
Dee Bradley Baker,Fairly OddParents
Dee Bradley Baker,The SpongeBob SquarePants Movie
Dee Bradley Baker,The Nightmare Before Christmas: Oogie's Revenge
Dee Bradley Baker,"The Wacky Adventures of Ronald McDonald: Have Time, Will Travel"
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: Birthday World
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: The Legend of Grimace Island
Dee Bradley Baker,The Wacky Adventures of Ronald McDonald: Scared Silly
Dee Bradley Baker,Ralph Breaks the Internet
Dee Bradley Baker,Sharkdog's Fintastic Halloween
Dee Bradley Baker,Entertainment Tonight
Dee Bradley Baker,IMDb on the Scene - Interviews
Dee Bradley Baker,Alien Xmas
Dee Bradley Baker,Piper's Picks TV
Dee Bradley Baker,Marvel: Earth's Mightiest Show
Dee Bradley Baker,Marvel LIVE from 2019 San Diego Comic Con
Dee Bradley Baker,Talkin' Toons
Dee Bradley Baker,Clone Wars Conversations
Dee Bradley Baker,Rebels Recon
Dee Bradley Baker,VO Buzz Weekly
Dee Bradley Baker,Cosplayer Nation
Dee Bradley Baker,My Life as a Dad
Dee Bradley Baker,Bravoman
Dee Bradley Baker,I Know That Voice
Dee Bradley Baker,Con Artists
Dee Bradley Baker,Chris Hardwick's All-Star Celebrity Bowling
Dee Bradley Baker,Red Carpet Report
Dee Bradley Baker,Shop 'Til You Drop
Dee Bradley Baker,Everybody's Talking: The Voices of Spongebob Squarepants
Dee Bradley Baker,Nine Worlds Hosted by Patrick Stewart
Dee Bradley Baker,Legends of the Hidden Temple
Dee Bradley Baker,Nickelodeon All-Star Challenge
Dee Bradley Baker,What Would You Do?
Dee Bradley Baker,Destroy All Humans!
Dee Bradley Baker,SpongeBob Band Geeks Reanimated Collab
Dee Bradley Baker,Marvel: Earth's Mightiest Show
Dee Bradley Baker,Kingdom Hearts HD 1.5 + 2.5 Remix
Dee Bradley Baker,Batman: Return to Arkham
Dee Bradley Baker,Balls of Glory
Dee Bradley Baker,Gears of War: Ultimate Edition
Dee Bradley Baker,Mortal Kombat Mobile
Dee Bradley Baker,Halo: The Master Chief Collection
Dee Bradley Baker,Killer Instinct
Dee Bradley Baker,The Legend of Korra: The Re-telling of Korra's Journey
Dee Bradley Baker,Kingdom Hearts HD 1.5 Remix
Dee Bradley Baker,Doom 3: BFG Edition
Dee Bradley Baker,The Spectacular Spider-Man: Attack of the Lizard
Dee Bradley Baker,Kingdom Hearts Re: Chain of Memories
Dee Bradley Baker,The Scooby-Doo Monsters Unleashed Challenge
Dee Bradley Baker,Lobo: Jukebox of Pain
Dee Bradley Baker,Lobo
